id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
85,"['店', '铺', '工', '程', '大', '学', '面', '百', '汇', '井', '广', '场', '美', '吉', '美', '家', '美', '食', '城', '二', '楼', '交', '通', '还', '便', '利', '周', '商', '铺', '挺', '吃', '喝', '玩', '乐', '方', '都', '还', '苏', '果', '超', '市', '非', '常', '热', '闹', '店', '面', '不', '大', '干', '净', '整', '洁', '素', '雅', '大', '方', '井', '井', '条', '刚', '开', '张', '不', '久', '人', '不', '算', '老', '板', '服', '务', '态', '度', '很', '好', '东', '西', '味', '道', '很', '好', '原', '料', '很', '正', '羊', '肉', '处', '理', '很', '好', '没', '膻', '味', '保', '持', '身', '鲜', '味', '还', '老', '板', '做', '黄', '辣', '椒', '酱', '特', '赞', '墙', '裂', '推', '荐', '外', '老', '板', '最', '近', '直', '做', '新', '开', '业', '活', '动', '价', '格', '非', '常', '实', '惠', '推', '荐', '大', '家', '紧', '去', '品', '尝']",1,1,-2,-2,1,-2,-2,-2,-2,1,1,1,0,1,-2,1,-2,1,1,1
86,"['选', '平', '日', '上', '班', '日', '午', '餐', '位', '置', '花', '柳', '塘', '近', '国', '际', '大', '榕', '树', '上', '挺', '好', '找', '说', '点', '半', '开', '始', '点', '分', '去', '已', '没', '位', '置', '两', '人', '桌', '都', '预', '定', '完', '然', '后', '没', '预', '定', '只', '夫', '妻', '拼', '桌', '牛', '排', '选', '极', '佳', '牛', '排', '七', '成', '熟', '点', '老', '然', '后', '盘', '子', '好', '大', '东', '西', '便', '吃', '吃', '毕', '竟', '还', '吃', '助', '小', '孩', '子', '特', '家', '人', '拉', '吵', '前', '台', '候', '区', '提', '供', 'i', 'p', 'a', 'd', '什', '都', '小', '孩', '子', '抢', '助', '区', '实', '不', '大', '图', '片', '上', '中', '间', '大', '树', '块', '然', '后', '台', '块', '还', '饮', '料', '蛋', '糕', '薯', '条', '饼', '干', '小', '甜', '点', '转', '圈', '没', '特', '好', '东', '西', '只', '巧', '克', '力', '泉', '水', '好', '玩', '挤', '满', '小', '孩', '子', '冰', '淇', '淋', '类', '很', '不', '错', '没', '东', '西', '吃', '挖', '大', '碗', '吃', '甜', '品', '区', '次', '蛋', '糕', '上', '抢', '光', '吃', '下', '提', '拉', '米', '苏', '最', '不', '好', '吃', '双', '皮', '奶', '稀', '完', '全', '水', '海', '鲜', '没', '只', '抢', '次', '蛏', '子', '淡', '菜', '肉', '类', '不', '香', '肠', '培', '根', '最', '咖', '喱', '鱼', '蛋', '好', '评', '寿', '司', '区', '酱', '料', '倒', '挺', '还', '行', '汤', '水', '部', '分', '乌', '鸡', '什', '汤', '去', '分', '分', '钟', '捞', '光', '只', '喝', '汤', '上', '菜', '更', '新', '速', '度', '很', '慢', '牛', '排', '上', '挺', '快', '供', '应', '不', '上', '次', '跑', '趟', '里', '上', '没', '然', '后', '最', '后', '桌', '会', '送', '碟', '三', '文', '鱼', '片', '盐', '水', '虾', '小', '孩', '子', '喜', '欢', '去', '吃', '大', '人', '吃', '话', '真', '没', '意', '思', '主', '做', '团', '购', '原', '便', '宜', '实', '惠', '生', '意', '还', '好', '不', '会', '去', '二', '次', '吃', '都', '基', '拍', '遍', '大', '概', '点', '半', '后', '基', '上', '没', '更', '新', '菜', '色']",-2,-2,1,-2,-2,-2,0,1,1,0,-2,-2,-2,-2,-2,0,-2,-2,0,-1
87,"['家', '五', '口', '去', '成', '都', '旅', '游', '参', '观', '宽', '窄', '巷', '子', '果', '然', '很', '热', '闹', '午', '饭', '时', '间', '搜', '索', '大', '众', '点', '评', '最', '后', '选', '定', '评', '价', '不', '错', '花', '间', '环', '境', '不', '错', '消', '费', '不', '低', '人', '不', '很', '怕', '下', '雨', '坐', '室', '内', '点', '菜', '味', '道', '都', '还', '不', '错', '只', '推', '荐', '麻', '椒', '鸡', '味', '道', '没', '想', '象', '好', '成', '都', '麻', '辣', '主', '很', '菜', '里', '放', '麻', '椒', '口', '味', '很', '重', '很', '好', '吃', '成', '都', '青', '菜', '南', '方', '理', '解', '不', '样', '少', '见', '般', '都', '空', '心', '菜', '木', '耳', '菜', '好', '不', '容', '易', '点', '道', '上', '海', '青', '好', '天', '青', '菜', '渴', '总', '体', '说', '花', '间', '还', '不', '错', '方', '只', '时', '间', '没', '坐', '下', '静', '静', '品', '壶', '茶']",-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,1,1,1,1,-2,1,-2,-2,1,-2
88,"['很', '幸', '运', '再', '次', '抽', '代', '金', '券', '正', '好', '事', '请', '客', '直', '想', '吃', '八', '色', '真', '很', '巧', '居', '然', '中', '券', '感', '谢', '大', '众', '点', '评', '团', '平', '时', '点', '去', '不', '需', '排', '队', '直', '接', '入', '座', '行', '四', '人', '点', '八', '色', '烤', '肉', '套', '餐', '附', '赠', '海', '鲜', '锅', '烤', '肉', '服', '务', '生', '帮', '烤', '挺', '方', '便', '八', '色', '里', '咖', '喱', '辣', '味', '吃', '额', '出', '感', '觉', '大', '小', '异', '都', '差', '不', '口', '味', '送', '海', '鲜', '锅', '里', '面', '虾', '半', '只', '蟹', '味', '道', '不', '谈', '毕', '竟', '送', '现', '店', '里', '活', '动', '分', '享', '朋', '友', '圈', '送', '乐', '雪', '碧', '开', '点', '份', '米', '酒', '味', '道', '不', '错', '总', '体', '还', '最', '后', '点', '份', '炒', '饭', '分', '饱', '差', '不']",-2,-2,-2,1,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,0,-2,-2,1,-2
89,"['合', '肥', '茉', '莉', '已', '开', '家', '不', '人', '目', '前', '还', '只', '吃', '两', '万', '达', '两', '家', '上', '次', '学', '小', '聚', '天', '鹅', '湖', '万', '达', '学', '校', '近', '家', '前', '吃', '家', '店', '感', '觉', '说', '感', '觉', '菜', '品', '偏', '甜', '偏', '油', '点', '不', '还', '看', '点', '菜', '蜂', '蜜', '厚', '士', '还', '吃', '茉', '莉', '感', '觉', '还', '不', '错', '没', '失', '菠', '萝', '油', '条', '虾', '次', '都', '必', '点', '然', '分', '量', '不', '很', '吃', '却', '很', '实', '还', '三', '杯', '鸡', '土', '豆', '泥', '菠', '萝', '油', '芝', '士', '焗', '野', '生', '菇', '都', '还', '不', '错', '然', '点', '菜', '大', '偏', '甜', '吃', '完', '却', '没', '感', '觉', '腻', '见', '口', '味', '确', '实', '不', '错']",-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,-2,-2,1,-2
90,"['太', '古', '仓', '附', '近', '真', '好', '食', '肆', '黎', '尼', '度', '简', '直', '不', '愁', '找', '不', '吃', '怕', '选', '择', '困', '难', '症', '最', '近', '好', '朋', '友', '都', '家', '靓', '仔', '买', '单', '吃', '评', '价', '都', '好', '约', '好', '班', '朋', '友', '台', '风', '天', '都', '开', '餐', '见', '证', '友', '情', '芳', '村', '里', '走', '洲', '头', '咀', '隧', '道', '分', '钟', '不', '达', '交', '通', '方', '便', '尼', '度', '环', '境', '不', '大', '不', '楼', '大', '厅', '楼', '夹', '层', '露', '天', '座', '位', '选', '择', '台', '风', '天', '担', '心', '户', '外', '落', '雨', '选', '择', '楼', '出', '品', '方', '面', '口', '牛', '酸', '菜', '鱼', '雪', '燕', '姜', '汁', '蛋', '雪', '糕', '牛', '角', '包', '椰', '青', '椰', '子', '冻', '都', '好', '好', '味', '惜', '唔', '记', '点', '金', '枪', '鱼', '下', '巴', '只', '寄', '下', '次', '再', '吃']",1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,1,-2,-2,0,1
91,"['非', '常', '特', '色', '小', '酒', '馆', '果', '真', '巷', '子', '里', '门', '脸', '不', '很', '大', '不', '朋', '友', '出', '门', '迎', '接', '会', '路', '很', '次', '周', '单', '行', '线', '很', '最', '好', '使', '导', '航', '前', '里', '菜', '非', '常', '好', '吃', '特', '色', '菜', '品', '菜', '量', '都', '不', '很', '大', '点', '很', '道', '菜', '才', '填', '饱', '肚', '子', '店', '里', '小', '酒', '窖', '里', '面', '很', '藏', '酒', '专', '容', '器', '加', '热', '稍', '冷', '点', '里', '喝', '点', '小', '酒', '真', '很', '舒', '服', '特', '色', '菜', '菜', '喜', '欢', '排', '骨', '锅', '味', '道', '浓', '郁', '里', '面', '土', '豆', '很', '入', '味', '很', '好', '吃', '美', '份', '量', '太', '少', '希', '后', '大', '份', '!']",-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-1,1,-2,-2,1,1
92,"['九', '久', '浦', '东', '店', '新', '开', '感', '觉', '不', '错', '人', '不', '很', '公', '司', '近', '中', '午', '去', '先', '说', '下', '服', '务', '很', '耐', '心', '很', '积', '极', '桌', '台', '子', '上', '都', '服', '务', '铃', '才', '家', '日', '料', '店', '人', 'r', 'm', 'b', '团', '购', '优', '惠', '买', '单', '刺', '身', '都', '很', '新', '鲜', '海', '胆', '赞', '紫', '苏', '叶', '记', '吃', '下', '去', '日', '料', '店', '配', '菜', '很', '讲', '究', '都', '合', '理', '搭', '配', '毛', '蟹', '限', '量', '桌', '只', '鹅', '肝', '定', '点', '烤', '配', '面', '包', '干', '油', '腻', '都', '不', '怕', '牛', '舌', '很', '厚', '很', '厚', '很', '嫩', '很', '嫩', '生', '蚝', '新', '鲜', '没', '甜', '回', '味', '醋', '溜', '关', '系', '羊', '排', '意', '外', '没', '想', '日', '料', '店', '羊', '排', '烤', '出', '新', '疆', '风', '味', '还', '烤', '物', '还', '留', '胃', '下', '次', '吃', '已', '堵', '墙', '出']",-2,-2,-2,-2,1,-2,-2,0,-2,0,-2,-2,-2,-2,-2,1,-2,-2,1,1
93,"['家', '店', '宝', '龙', '新', '开', '没', '久', '朋', '友', '聚', '会', '选', '里', '环', '境', '什', '都', '还', '不', '错', '上', '菜', '速', '度', '挺', '快', '榴', '莲', '酥', '上', '还', '挺', '热', '皮', '很', '酥', '里', '面', '榴', '莲', '馅', '点', '少', '不', '够', '榴', '莲', '味', '清', '炒', '广', '东', '菜', '心', '不', '错', '菜', '心', '不', '老', '滑', '蛋', '牛', '肉', '蛋', '非', '常', '嫩', '很', '滑', '牛', '肉', '点', '老', '鲜', '虾', '云', '吞', '里', '面', '四', '颗', '云', '吞', '云', '吞', '很', '扎', '实', '云', '吞', '里', '包', '两', '虾', '仁', '很', '好', '吃', '面', '普', '通', '公', '仔', '面', '汤', '还', '菠', '萝', '咕', '咾', '肉', '酸', '酸', '甜', '甜', '不', '错', '烧', '味', '拼', '盘', '烧', '猪', '叉', '烧', '烧', '鹅', '豉', '油', '鸡', '配', '三', '酱', '料', '感', '觉', '味', '道', '般', '般', '蒸', '凤', '爪', '蒸', '很', '酥', '烂', '微', '微', '辣', '味', '酸', '汤', '肥', '牛', '平', '常', '吃', '不', '太', '样', '点', '泰', '式', '味', '道', '放', '柠', '檬', '香', '茅', '酸', '酸', '很', '开', '味', '煲', '仔', '饭', '味', '道', '挺', '香', '下', '面', '饭', '没', '味', '道', '冰', '火', '菠', '萝', '油', '菠', '萝', '包', '上', '温', '上', '面', '酥', '皮', '不', '够', '酥', '般', '四', '大', '人', '小', '孩', '吃', '三', '百', '出', '头', '现', '代', '金', '券', '划', '算']",-2,1,-2,-2,-2,-2,1,0,1,0,1,1,1,1,-1,0,-2,-2,0,-2
94,"['首', '先', '感', '谢', '大', '众', '点', '评', '网', '选', '中', '非', '常', '高', '兴', '家', '店', '大', '丰', '稍', '微', '远', '点', '吃', '货', '再', '远', '都', '不', '问', '题', '路', '先', '去', '逛', '动', '物', '园', '昭', '觉', '寺', '然', '后', '直', '杀', '大', '丰', '去', '样', '还', '路', '店', '铺', '环', '境', '家', '店', '装', '修', '还', '不', '错', '古', '色', '古', '香', '很', '积', '极', '下', '午', '点', '然', '头', '天', '必', '须', '预', '约', '然', '点', '小', '插', '曲', '还', '很', '愉', '快', '解', '决', '选', '窗', '座', '位', '感', '觉', '还', '不', '错', '味', '道', '带', '家', '人', '去', '吃', '父', '母', '觉', '还', '不', '错', '最', '重', '吃', '火', '锅', '身', '上', '居', '然', '没', '味', '霸', '王', '牛', '肉', '牙', '签', '牛', '肉', '金', '针', '菇', '串', '吃', '进', '嘴', '里', '感', '觉', '还', '不', '错', '海', '带', '芽', '滑', '滑', '人', '觉', '烫', '红', '锅', '好', '吃', '虾', '滑', '家', '宝', '贝', '吃', '虾', '味', '很', '浓', '好', '吃', '服', '务', '事', '先', '不', '知', '道', '霸', '王', '餐', '验', '证', '时', '候', '稍', '微', '化', '点', '时', '间', '不', '还', '很', '愉', '快', '解', '决', '服', '务', '态', '度', '非', '常', '好', '没', '吃', '霸', '王', '餐', '冷', '脸', '解', '决', '问', '题', '时', '候', '直', '笑', '解', '释', '时', '心', '想', '算', '没', '吃', '成', '还', '觉', '服', '务', '很', '好', '家', '店', '八', '宝', '粥', '蛋', '炒', '饭', '银', '耳', '汤', '都', '免', '费', '不', '分', '量', '还', '挺', '足', '点', '瓶', '饮', '料', '没', '吃', '些', '生', '意', '很', '好', '去', '吃', '完', '时', '候', '基', '都', '满', '座', '不', '知', '道', '二', '楼', '什', '情', '况', '建', '议', '去', '吃', '朋', '友', '提', '前', '天', '预', '约', '总', '说', '家', '店', '方', '面', '都', '还', '不', '错', '稍', '微', '远', '点', '不', '然', '还', '会', '去', '赞', '图', '片', '上', '传', '不']",-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,-2,1,-2,1,1,-2,-2,1,-2
95,"['前', '天', '马', '吃', '没', '什', '感', '觉', '后', '室', '友', '推', '荐', '去', '吃', '意', '外', '发', '现', '好', '好', '吃', '开', '二', '年', '位', '置', '很', '好', '找', '油', '烟', '街', '进', '去', '不', '远', '绿', '色', '片', '很', '醒', '目', '环', '境', '很', '干', '净', '老', '板', '很', '热', '情', '点', '次', '外', '卖', '送', '餐', '很', '时', '现', '还', '积', '分', '卡', '主', '分', '两', '粉', '面', '小', '吃', '三', '辣', '椒', '酱', '选', '香', '菜', '葱', '意', '加', '般', '都', '点', '米', '线', '推', '荐', '米', '线', '汤', '汁', '味', '道', '很', '足', '外', '还', '加', '牛', '杂', '面', '筋', '萝', '卜', '牛', '肉', '丸', '四', '样', '都', '吃', '都', '还', '蛮', '好', '吃', '牛', '肉', '丸', '类', '似', '撒', '尿', '牛', '丸', '里', '面', '带', '馅', '面', '筋', '很', '值', '推', '荐', '带', '点', '弹', '性', '口', '下', '去', '满', '满', '汤', '汁', '必', '加', '牛', '杂', '处', '理', '很', '干', '净', '没', '什', '腥', '味', '推', '荐', '反', '正', '家', '都', '很', '喜', '欢', '推', '荐', '大', '家']",-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,1,1,1
96,"['先', '说', '说', '服', '务', '电', '话', '预', '约', '店', '家', '说', '直', '接', '去', '点', '好', '然', '后', '去', '刚', '好', '门', '口', '停', '车', '位', '进', '去', '后', '直', '接', '验', '证', '然', '后', '菜', '单', '选', '重', '点', '菜', '羊', '汤', '好', '喝', '真', '羊', '骨', '头', '汤', '点', '羊', '肚', '不', '错', '很', '脆', '羊', '肉', '不', '好', '说', '完', '全', '没', '吃', '出', '羊', '肉', '嫩', '猪', '肉', '感', '觉', '没', '羊', '肉', '味', '点', '好', '坑', '鱼', '腐', '腐', '竹', '都', '还', '总', '体', '说', '汤', '底', '赞', '主', '菜', '略', '坑', '配', '菜', '还', '好', '分', '最', '后', '说', '雪', '碧', '加', '无', '数', '冰', '块', '基', '开', '水', '加', '点', '糖', '感', '觉', '点', '希', '店', '家', '改', '进', '下', '饭', '市', '人', '不', '吃', '早', '七', '点', '吃', '完', '走']",-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,0,-2
97,"['次', '抽', '中', '试', '吃', '霸', '王', '餐', '谢', '谢', 'D', 'P', '交', '作', '业', '咯', '前', '天', '预', '约', '好', '月', '号', '今', '天', '中', '午', '家', '人', '吃', '交', '通', '很', '好', '找', '新', '尚', '停', '车', '不', '算', '贵', '块', '小', '时', '环', '境', '只', '说', '般', '新', '开', '不', '霸', '王', '餐', '居', '然', '还', '包', '厢', '点', '赞', '包', '厢', '里', '装', '修', '点', '失', '大', '灯', '大', '概', '没', '装', '然', '后', '还', '裸', '露', '水', '点', 'l', 'o', 'w', '服', '务', '还', '很', '棒', '飞', '快', '验', '证', '好', '上', '菜', '神', '速', '送', '红', '枣', '茶', '红', '焖', '牛', '腩', '包', '子', '下', '面', '说', '菜', '木', '瓜', '人', '参', '果', '米', '里', '面', '最', '贵', '道', '菜', '说', '实', '话', '理', '解', '不', '没', '好', '吃', '大', '概', '营', '养', '价', '值', '高', '点', '绝', '不', '会', '尝', '试', '道', '菜', '红', '焖', '牛', '尾', '米', '不', '错', '点', '稀', '奇', '不', '死', '肉', '嚼', '劲', '满', '入', '味', '小', '炒', '羊', '肉', '米', '人', '家', '差', '不', '味', '道', '肉', '少', '点', '道', '菜', '通', '病', '香', '烤', '土', '豆', '片', '米', '好', '评', '小', '朋', '友', '超', '喜', '欢', '脆', '香', '风', '干', '手', '撕', '兔', '还', '不', '错', '吃', '上', '去', '点', '手', '撕', '牦', '牛', '肉', '罗', '布', '羊', '锅', '仔', '好', '评', '道', '汤', '热', '喝', '非', '常', '不', '错', '菜', '萝', '卜', '清', '甜', '羊', '肉', '新', '鲜', '八', '宝', '饭', '味', '道', '点', '验', '家', '小', '朋', '友', '不', '爱', '甜', '食', '都', '吃', '不', '少', '上', '面', '新', '疆', '枣', '葡', '萄', '干', '密', '瓜', '糯', '米', '饭', '蒸', '很', '棒', '送', '牛', '腩', '包', '子', '不', '错', '量', '很', '大', '中', '秋', '节', '吃', '新', '疆', '菜', '还', '真', '不', '样', '体', '验', '总', '体', '上', '满', '意']",1,-2,1,1,1,0,1,0,-2,1,-1,-2,-2,-2,1,1,1,-2,1,-2
98,"['破', '旧', '大', '厦', '升', '上', '层', '却', '人', '眼', '前', '亮', '许', '说', '大', '隐', '隐', '市', '隔', '壁', '包', '厢', '日', '人', '谈', '笑', '日', '料', '味', '道', '不', '错', '总', '小', '店', '风', '气', '息', '很', '浓', '厚', '泰', '风', '香', '芒', '焗', '卷', '味', '道', '不', '错', '点', '两', '份', '果', '然', '传', '说', '中', '样', '芒', '果', '很', '甜', '很', '好', '吃', '寿', '司', '里', '米', '饭', '还', '不', '够', '软', '金', '枪', '鱼', '香', '芒', '很', '不', '错', '三', '文', '鱼', '炒', '饭', '里', '面', '金', '枪', '鱼', '切', '很', '大', '简', '直', '良', '心', '太', '喜', '欢', '吃', '后', '饭', '冷', '微', '腥', '老', '板', '还', '帮', '重', '新', '热', '下', '棒', '棒', '哒', '想', '点', '雪', '花', '牛', '仔', '骨', '店', '员', '说', '早', '上', '卖', '完', '点', '份', '吉', '列', '炸', '鸡', '排', '鸡', '排', '炸', '嫩', '嫩', '哒', '蘸', '上', '下', '面', '酱', '汁', '口', '感', '不', '错', '吉', '列', '炸', '大', '虾', '虾', '肉', '裹', '面', '皮', '里', '份', '三', '只', '味', '道', '不', '错', '北', '极', '贝', '刺', '身', '北', '极', '贝', '超', '大', '只', '加', '上', '芥', '末', '酱', '油', '吃', '好', '爽', '口', '看', '前', '点', '评', '选', '些', '菜', '都', '算', '不', '错', '服', '务', '感', '觉', '还', '好', '前', '评', '价', '改', '进', '方', '挺', '算', '不', '算', '逆', '袭', '成', '功']",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,-2,-2,1,-2
99,"['团', '购', '元', '券', '双', '人', '套', '餐', '里', '面', '写', '很', '东', '西', '特', '色', '炒', '饭', '乌', '冬', '面', '海', '鲜', '火', '锅', '牛', '肉', '火', '锅', '原', '份', '合', '份', '大', '麦', '茶', '份', '小', '菜', '泡', '菜', '还', '里', '面', '年', '糕', '不', '类', '中', '黄', '白', '色', '粉', '色', '甜', '原', '味', '口', '感', '还', '里', '面', '贝', '壳', '数', '下', '只', '只', '虾', '感', '觉', '般', '还', '鱿', '鱼', '剁', '碎', '放', '里', '面', '量', '说', '会', '吃', '不', '完', '准', '备', '包', '原', '想', '人', '吃', '刚', '刚', '好', '实', '东', '西', '没', '少', '般', '正', '好', '逛', '街', '逛', '累', '去', '吃', '下', '远', '没', '必', '性', '价', '般', '般', '还', '点', '晚', '上', '营', '业', '点', '商', '场', '关', '门', '新', '年', '华', '购', '物', '中', '心', '店', '上']",-2,1,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,-2,-2,0,-2
100,"['次', '浦', '东', '嘉', '里', '城', '环', '境', '还', '很', '不', '错', '商', '场', '充', '满', '淡', '淡', '清', '香', '人', '感', '觉', '很', '舒', '适', '楼', '家', '融', '合', '马', '西', '亚', '餐', '厅', '次', '品', '尝', '环', '境', '还', '不', '错', '服', '务', '态', '度', '很', '好', '服', '务', '员', '次', '主', '动', '帮', '加', '水', '点', '单', '时', '候', '还', '告', '知', '团', '购', '折', '使', '还', '良', '心', '商', '家', '小', '吃', '拼', '盘', 'A', 'B', '选', '择', 'A', '咖', '喱', '饺', '五', '香', '腐', '皮', '卷', '鸡', '肉', '沙', '爹', '娘', '惹', '杯', 'B', '咖', '喱', '饺', '春', '卷', '鸡', '肉', '沙', '爹', '香', '叶', '兰', '鸡', '价', '格', '样', '选', 'B', '小', '食', '共', '三', '调', '料', '沙', '爹', '酱', '甜', '辣', '酱', '番', '茄', '酱', '小', '食', '味', '道', '还', '行', '竹', '筒', '鸡', '外', '面', '很', '脆', '配', '上', '特', '甜', '酱', '蛮', '好', '吃', '麦', '片', '香', '酥', '虾', '中', '份', '基', '围', '虾', '配', '上', '麦', '香', '香', '兰', '叶', '爆', '炒', '大', '虾', '共', '虾', '肉', '很', '嫩', '很', '香', '店', '还', '柜', '子', '专', '门', '卖', '马', '食', '品', '价', '格', '不', '算', '贵', '口', '味', '不', '错', '服', '务', '很', '好', '赞']",-2,1,-2,-2,1,-2,-2,0,-2,1,1,1,1,1,-2,1,-2,-2,1,-2
101,"['二', '次', '吃', '感', '觉', '还', '不', '错', '哒', '门', '口', '新', '品', '试', '吃', '助', '水', '果', '水', '果', '不', '很', '差', '蛮', '甜', '次', '点', '鸡', '丝', '荞', '麦', '面', '很', '好', '口', 'q', '弹', '开', '胃', '调', '料', '酸', '酸', '辣', '辣', '麻', '辣', '牛', '肉', '好', '吃', '蛮', '鲜', '美', '蛮', '辣', '牛', '肉', '不', '算', '很', '嫩', '小', '公', '鸡', '很', '不', '错', '很', '笋', '都', '嫩', '头', '鲜', '美', '鸡', '好', '吃', '蟹', '粉', '豆', '腐', '量', '不', '少', '很', '家', '做', '道', '菜', '都', '会', '很', '咸', '家', '很', '好', '正', '好', '解', '辣', '蛋', '黄', '味', '很', '浓', '家', '量', '都', '不', '小', '两', '人', '吃', '太', '撑', '类', '下', '次', '再', '吃', '次', '干', '锅', '牛', '蛙', '团', '点', '评', '力']",-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,0,1,-2,-2,1,1
102,"['感', '谢', '大', '众', '点', '评', '抽', '中', '次', '试', '吃', '活', '动', '今', '天', '中', '午', '去', '试', '吃', '家', '店', '家', '店', '开', '艾', '美', '五', '楼', '店', '面', '看', '还', '不', '小', '刚', '开', '业', '还', '折', '扣', '活', '动', '进', '去', '出', '示', '免', '费', '活', '动', '店', '员', '干', '脆', '验', '证', '程', '中', '直', '接', '菜', '单', '都', '点', '好', '份', '肉', '蟹', '煲', '两', '份', '凉', '菜', '份', '饮', '料', '上', '菜', '速', '度', '还', '快', '肉', '蟹', '煲', '小', '份', '量', '很', '足', '两', '人', '根', '吃', '不', '下', '四', '只', '蟹', '还', '很', '鸡', '爪', '土', '豆', '年', '糕', '煲', '味', '道', '很', '不', '错', '吃', '很', '爽', '蟹', '吃', '还', '麻', '烦', '没', '办', '法', '鸡', '爪', '煮', '很', '烂', '吃', '不', '错', '配', '菜', '味', '道', '很', '好', '吃', '凉', '菜', '脆', '皮', '黄', '瓜', '皮', '蛋', '豆', '腐', '配', '肉', '蟹', '煲', '都', '很', '不', '错', '吃', '爽', '口', '黄', '瓜', '切', '很', '特', '色', '卷', '状', '很', '酸', '爽', '饮', '料', '般', '没', '什', '特', '色', '送', '米', '饭', '不', '好', '吃', '点', '烂', '总', '体', '感', '觉', '家', '还', '不', '错', '价', '格', '不', '贵', '量', '还', '不', '少', '性', '价', '高', '味', '道', '还', '不', '错', '下', '次', '尝', '试', '煲', '类', '类', '还']",-2,-2,-2,-2,-2,-2,1,0,1,1,-2,-2,0,-2,1,0,-2,-2,1,1
103,"['上', '水', '广', '场', '附', '近', '真', '没', '什', '吃', '不', '大', '家', '乐', '美', '心', '试', '试', '看', '谭', '仔', '挺', '分', '店', '没', '想', '点', '都', '还', '排', '队', '真', '夸', '张', '里', '面', '不', '大', '基', '上', '都', '拼', '台', '吃', '菜', '单', '很', '简', '单', '面', '线', '配', '菜', '小', '吃', '基', '上', '人', '均', '左', '右', '不', '点', '错', '点', '碗', '什', '配', '菜', '都', '米', '线', '刚', '刚', '排', '队', '时', '候', '透', '玻', '璃', '看', '人', '点', '麻', '辣', '生', '肠', '好', '好', '好', '吃', '桥', '米', '线', '套', '餐', '会', '大', '碗', '果', '不', '很', '饿', '话', '人', '吃', '都', '很', '足', '料', '都', '块', '汤', '底', '挺', '浓', '郁', '米', '线', '软', '天', '冷', '吃', '很', '好', '热', '配', '咸', '菜', '微', '咸', '甜', '甜', '爽', '口', '刚', '好', '解', '浓', '汤', '腻', '反', '倒', '炸', '酱', '普', '普', '通', '通', '麻', '辣', '生', '肠', '好', '吃', '口', '感', '很', '好', '很', '脆', '没', '什', '异', '味', '麻', '辣', '不', '会', '很', '辣', '点', '点', '麻', '已', '主', '香', '上', '水', '车', '站', '附', '近', '真', '没', '什', '吃', '家', '还', '算', '不', '错', '新', '都', '广', '场', '万', '面']",-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,-2,0,-2,1,0,-2,-2,1,-2
104,"['去', '黄', '河', '路', '文', '化', '路', '交', '叉', '口', '建', '文', '新', '世', '界', '楼', '奥', '斯', '卡', '看', '电', '影', '电', '影', '进', '场', '时', '候', '发', '现', '扶', '梯', '口', '家', '冰', '棒', '店', '家', '店', '里', '冰', '棒', '样', '十', '都', '特', '好', '看', '老', '板', '推', '荐', '说', '冰', '棒', '都', '进', '口', '奶', '源', '制', '作', '没', '添', '加', '剂', '抱', '尝', '尝', '态', '度', '选', '根', '鲜', '果', '缤', '纷', '根', '芒', '果', '奇', '异', '果', '吃', '口', '觉', '棒', '棒', '奶', '味', '十', '足', '水', '果', '吃', '鲜', '口', '感', '特', '好', '不', '家', '水', '果', '冰', '棒', '单', '纯', '水', '果', '冻', '上', '去', '吃', '特', '硬', '特', '冰', '感', '觉', '家', '还', '特', '色', '类', '价', '格', '实', '老', '板', '服', '务', '好', '朋', '友', '说', '家', '冰', '棒', '尝', '遍', '好', '评']",-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1
